match_id,map,round_num,tick,side,team_num,team_name,opp_name,is_pistol,is_ot,score_diff,round_win,start_cash,loss_bonus,consec_losses,equip_value,rifle_cnt,smg_cnt,shotgun_cnt,awp_cnt,helmets,kevlar,kits,flash_cnt,smoke_cnt,he_cnt,molotov_cnt,opp_rifle_cnt,opp_smg_cnt,opp_shotgun_cnt,opp_awp_cnt,opp_flash_cnt,opp_smoke_cnt,opp_he_cnt,opp_molotov_cnt,timeout_flag
2359876,de_mirage,37,19,T,3,GamerLegion,Eternal Fire,0,0,0,0,16000,1400,0,20756,3,0,0,1,5,5,0,10,4,5,3,3,1,0,1,8,3,0,4,0
2359876,de_mirage,38,20,CT,2,Eternal Fire,GamerLegion,0,0,0,0,16000,1400,0,21764,3,0,0,2,5,5,3,8,4,4,4,4,1,0,0,5,1,3,3,0
2359876,de_mirage,39,20,T,3,GamerLegion,Eternal Fire,0,0,0,0,16000,1900,1,26969,4,0,0,1,5,5,0,8,4,5,3,2,0,0,2,3,4,2,4,0
2359876,de_mirage,40,21,CT,2,Eternal Fire,GamerLegion,0,0,0,0,7579,1900,1,6281,3,1,0,0,3,4,0,3,3,3,1,4,0,0,0,2,1,1,3,0
2359876,de_mirage,41,21,T,3,GamerLegion,Eternal Fire,0,0,0,1,16000,2400,2,20429,3,0,0,0,5,5,0,6,5,3,4,3,1,0,0,1,0,3,1,0
2359876,de_mirage,42,22,CT,2,Eternal Fire,GamerLegion,0,0,-1,0,16000,2400,2,14034,2,0,0,0,4,3,4,6,2,1,1,3,1,0,1,9,4,4,3,0
2359876,de_mirage,43,22,T,3,GamerLegion,Eternal Fire,0,0,1,0,16000,1400,0,25202,3,0,0,2,5,5,0,9,4,3,5,2,0,0,0,3,0,2,4,0
2359876,de_mirage,44,23,CT,2,Eternal Fire,GamerLegion,0,0,-1,1,16000,2900,3,19799,3,0,0,1,5,5,4,7,5,4,3,2,0,0,0,6,4,1,4,0
2359876,de_mirage,45,23,T,3,GamerLegion,Eternal Fire,0,0,0,0,15450,1900,1,11214,3,0,0,1,3,3,0,3,3,3,2,4,0,0,1,3,2,1,1,0
2359876,de_mirage,46,24,CT,2,Eternal Fire,GamerLegion,0,0,0,0,16000,1400,0,26700,3,0,0,0,5,5,2,10,4,4,4,3,1,0,0,2,2,3,2,0
2359876,de_mirage,47,24,T,3,GamerLegion,Eternal Fire,0,0,0,0,16000,2400,2,21843,3,0,0,0,5,5,0,10,5,3,3,3,0,0,0,8,4,0,1,0
2359876,de_mirage,48,25,CT,2,Eternal Fire,GamerLegion,0,0,0,0,16000,1900,1,27000,3,0,0,1,5,5,2,9,4,5,4,5,1,0,1,6,1,2,2,0
2359876,de_mirage,49,25,T,3,GamerLegion,Eternal Fire,0,0,0,0,16000,2900,3,26033,4,0,0,1,5,5,0,9,5,5,4,3,1,0,1,3,3,0,1,0
2359876,de_mirage,50,26,CT,2,Eternal Fire,GamerLegion,0,0,0,1,6062,2400,2,3693,0,1,0,0,2,3,0,3,1,1,0,2,0,0,0,8,4,0,2,0
2359876,de_mirage,51,26,T,3,GamerLegion,Eternal Fire,0,0,-1,0,16000,3400,4,25340,3,0,0,0,5,5,0,7,5,3,3,1,2,0,0,2,3,0,3,0
2359876,de_mirage,52,27,CT,2,Eternal Fire,GamerLegion,0,0,1,0,16000,1400,0,24969,4,0,0,1,5,5,2,9,4,3,5,4,0,0,0,0,2,2,4,0
2359876,de_mirage,53,27,T,3,GamerLegion,Eternal Fire,0,0,-1,1,16000,3400,4,23024,4,0,0,1,5,5,0,8,5,4,4,4,1,0,1,7,3,4,2,0
2359876,de_mirage,54,28,CT,2,Eternal Fire,GamerLegion,0,0,0,1,15379,1900,1,12063,2,1,0,0,4,4,4,5,2,2,1,5,0,0,0,9,0,3,3,0
2359876,de_mirage,55,28,T,3,GamerLegion,Eternal Fire,0,0,-1,0,16000,1400,0,25171,4,0,0,0,5,5,0,6,5,3,4,1,1,0,0,6,1,2,1,0
2359876,de_mirage,56,29,CT,2,Eternal Fire,GamerLegion,0,0,1,0,16000,1400,0,27440,4,0,0,1,5,5,2,6,4,3,4,3,0,0,0,3,0,0,2,0
2359876,de_mirage,57,29,T,3,GamerLegion,Eternal Fire,0,0,-1,0,16000,1900,1,27851,4,0,0,1,5,5,0,9,5,5,3,4,1,0,1,5,1,2,0,0
2359876,de_mirage,58,30,CT,2,Eternal Fire,GamerLegion,0,0,1,0,16000,1900,1,21303,3,0,0,1,5,5,2,6,5,3,4,3,1,0,0,2,3,0,4,0
2359876,de_mirage,59,30,T,3,GamerLegion,Eternal Fire,0,0,-1,1,16000,2400,2,27295,4,0,0,1,5,5,0,10,5,5,3,3,1,0,0,1,3,0,0,0
2359876,de_mirage,60,31,CT,2,Eternal Fire,GamerLegion,0,0,0,1,16000,2400,2,21335,3,0,0,1,5,5,4,10,4,4,4,3,1,0,0,3,3,0,3,0
2359876,de_mirage,61,31,T,3,GamerLegion,Eternal Fire,0,0,-1,1,16000,1400,0,26438,3,0,0,0,5,5,0,10,5,3,5,3,1,0,0,4,4,4,2,0
2359876,de_mirage,62,32,CT,2,Eternal Fire,GamerLegion,0,0,0,0,16000,1400,0,22369,3,0,0,1,5,5,4,8,4,5,5,3,0,0,1,2,2,4,4,0
2359876,de_mirage,63,32,T,3,GamerLegion,Eternal Fire,0,0,0,0,8209,1400,0,6199,2,0,0,1,3,4,0,6,2,1,1,3,1,0,0,5,4,3,3,0
2359876,de_mirage,64,33,CT,2,Eternal Fire,GamerLegion,0,0,0,1,16000,1900,1,24965,3,0,0,1,5,5,4,8,5,5,3,4,0,0,0,9,1,0,4,0
2359876,de_mirage,65,33,T,3,GamerLegion,Eternal Fire,0,0,-1,0,16000,1900,1,15042,3,0,0,0,5,5,0,6,5,5,4,2,1,0,1,0,1,2,4,0
2359876,de_mirage,66,34,CT,2,Eternal Fire,GamerLegion,0,0,1,1,16000,1400,0,26058,4,0,0,1,5,5,2,8,4,3,4,4,0,0,1,7,3,0,2,0
2359876,de_mirage,67,34,T,3,GamerLegion,Eternal Fire,0,0,-2,1,16000,2400,2,19354,3,0,0,1,5,5,0,6,4,3,3,3,0,0,1,5,3,0,4,0
2359876,de_mirage,68,35,CT,2,Eternal Fire,GamerLegion,0,0,1,0,16000,1400,0,23983,3,0,0,1,5,5,3,9,4,4,3,4,1,0,0,2,3,2,2,0
2359876,de_mirage,69,35,T,3,GamerLegion,Eternal Fire,0,0,-1,0,16000,1400,0,19331,4,0,0,1,5,5,0,6,4,3,4,4,0,0,0,9,0,3,0,0
2359876,de_mirage,70,36,CT,2,Eternal Fire,GamerLegion,0,0,1,0,16000,1900,1,24178,4,0,0,0,5,5,4,9,4,4,3,5,0,0,1,7,0,4,4,0
2359876,de_mirage,71,36,T,3,GamerLegion,Eternal Fire,0,0,-1,0,16000,1900,1,25528,4,0,0,1,5,5,0,8,4,5,3,4,0,0,0,8,1,3,0,0
2359876,de_mirage,72,37,CT,2,Eternal Fire,GamerLegion,0,0,1,0,16000,2400,2,20639,4,0,1,1,5,5,3,10,5,3,4,5,1,0,0,5,4,0,3,0
2359876,de_mirage,73,37,T,3,GamerLegion,Eternal Fire,0,0,-1,0,16000,2400,2,23871,4,0,0,0,5,5,0,6,5,5,3,4,1,0,0,4,2,4,1,0
2359876,de_mirage,74,38,CT,2,Eternal Fire,GamerLegion,0,0,1,1,16000,2900,3,12296,3,1,0,1,4,4,4,6,3,2,2,4,0,0,1,8,0,1,2,0
2359876,de_mirage,75,38,T,3,GamerLegion,Eternal Fire,0,0,-2,0,16000,2900,3,21802,4,0,0,1,5,5,0,9,5,5,5,4,2,0,1,8,0,1,0,0
2359876,de_mirage,76,39,CT,2,Eternal Fire,GamerLegion,0,0,2,0,16000,1400,0,20399,4,0,0,1,5,5,3,7,5,5,5,1,1,0,0,0,0,4,0,0
2359876,de_mirage,77,39,T,3,GamerLegion,Eternal Fire,0,0,-2,0,13176,3400,4,8197,2,1,0,0,3,4,0,4,3,1,2,5,0,0,1,5,2,0,3,0
2359876,de_mirage,78,40,CT,2,Eternal Fire,GamerLegion,0,0,2,1,16000,1900,1,27501,3,0,0,1,5,5,4,8,4,5,4,2,0,0,0,9,3,0,1,0
2359876,de_mirage,79,40,T,3,GamerLegion,Eternal Fire,0,0,-3,1,16000,3400,4,23574,3,0,0,1,5,5,0,6,5,3,4,3,1,0,1,1,4,4,0,0
2359876,de_mirage,80,41,CT,2,Eternal Fire,GamerLegion,0,0,2,0,12952,1400,0,6179,3,0,0,1,3,3,0,5,3,3,1,2,1,0,1,7,1,4,4,0
2359876,de_mirage,81,41,T,3,GamerLegion,Eternal Fire,0,0,-2,1,16000,1400,0,24312,3,0,0,1,5,5,0,6,5,4,4,2,1,0,1,1,4,4,0,0
2359876,de_mirage,82,42,CT,2,Eternal Fire,GamerLegion,0,0,1,1,9015,1900,1,4338,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,7,3,4,0,0
2359876,de_mirage,83,42,T,3,GamerLegion,Eternal Fire,0,0,-2,0,16000,1400,0,19694,3,0,0,1,5,5,0,6,4,4,3,0,0,0,0,0,1,3,4,0
2359876,de_mirage,84,43,CT,2,Eternal Fire,GamerLegion,0,0,2,1,16000,1400,0,21757,4,0,0,1,5,5,3,9,5,3,3,5,1,0,0,7,4,2,2,0
2359876,de_mirage,85,43,T,3,GamerLegion,Eternal Fire,0,0,-3,1,16000,1900,1,26875,4,0,0,1,5,5,0,6,5,4,3,4,1,0,0,2,1,3,1,0
2359876,de_mirage,86,44,CT,2,Eternal Fire,GamerLegion,0,0,2,1,16000,1400,0,23042,4,0,0,1,5,5,2,8,4,4,5,3,1,0,2,1,3,4,4,0
2359876,de_mirage,87,44,T,3,GamerLegion,Eternal Fire,0,0,-3,0,16000,1400,0,21354,3,0,0,2,5,5,0,8,4,5,5,3,1,0,1,0,4,4,0,0
2359876,de_mirage,88,45,CT,2,Eternal Fire,GamerLegion,0,0,3,0,16000,1400,0,20528,3,0,0,0,5,5,4,8,5,4,4,4,1,0,1,6,3,4,4,0
2359876,de_mirage,89,45,T,3,GamerLegion,Eternal Fire,0,0,-3,1,16000,1900,1,23200,4,0,0,1,5,5,0,8,5,4,5,4,0,0,0,3,4,3,2,0
2359876,de_mirage,90,46,CT,2,Eternal Fire,GamerLegion,0,0,2,1,16000,1900,1,27786,3,0,0,2,5,5,2,9,4,4,3,5,1,0,0,8,2,0,2,0
2359876,de_mirage,91,46,T,3,GamerLegion,Eternal Fire,0,0,-3,1,16000,1400,0,26830,4,0,0,0,5,5,0,6,5,3,4,3,0,0,2,5,2,3,2,0
2359876,de_mirage,92,47,CT,2,Eternal Fire,GamerLegion,0,0,2,1,16000,1400,0,13118,2,1,0,1,4,3,3,6,3,2,1,4,0,0,0,7,1,2,1,0
2359876,de_mirage,93,47,T,3,GamerLegion,Eternal Fire,0,0,-3,0,16000,1400,0,18896,4,0,0,0,5,5,0,10,5,3,3,1,0,0,1,9,2,2,3,0
2359876,de_mirage,94,48,CT,2,Eternal Fire,GamerLegion,0,0,3,1,16000,1400,0,27347,4,0,0,2,5,5,4,7,4,3,3,3,0,0,0,4,2,0,3,0
2359876,de_mirage,95,48,T,3,GamerLegion,Eternal Fire,0,0,-4,0,16000,1900,1,26840,4,0,0,1,5,5,0,9,4,3,4,3,0,0,2,0,1,4,2,0
2359876,de_mirage,96,49,CT,2,Eternal Fire,GamerLegion,0,0,4,0,16000,1400,0,10896,2,0,0,0,4,3,2,6,2,1,1,4,1,0,2,5,2,2,2,0
2359876,de_mirage,97,49,T,3,GamerLegion,Eternal Fire,0,0,-4,1,16000,2400,2,20925,4,0,0,2,5,5,0,10,5,4,4,3,0,0,0,1,0,3,3,0
2359876,de_mirage,98,50,CT,2,Eternal Fire,GamerLegion,0,0,3,1,8164,1900,1,6341,3,1,0,0,4,3,0,5,2,2,2,5,0,0,1,3,4,1,4,0
2359876,de_mirage,99,50,T,3,GamerLegion,Eternal Fire,0,0,-4,0,16000,1400,0,24492,4,0,0,1,5,5,0,10,5,4,3,2,0,0,0,9,2,0,2,0
2359877,de_ancient,0,51,CT,2,Monte,NAVI,1,0,0,1,16000,1400,0,20890,3,0,0,0,5,5,3,6,5,5,4,3,1,0,1,7,4,2,1,0
2359877,de_ancient,1,51,T,3,NAVI,Monte,0,0,-1,0,16000,1400,0,25614,4,0,0,1,5,5,0,7,4,3,3,3,0,0,0,8,1,0,2,0
2359877,de_ancient,2,52,CT,2,Monte,NAVI,0,0,1,0,12061,1400,0,10643,2,1,0,0,3,3,2,6,2,3,2,2,2,0,0,1,0,0,3,0
2359877,de_ancient,3,52,T,3,NAVI,Monte,0,0,-1,1,13481,1900,1,7251,3,1,0,0,3,4,0,5,2,3,2,1,0,0,0,6,2,3,4,0
2359877,de_ancient,4,53,CT,2,Monte,NAVI,0,0,0,1,11953,1900,1,8223,2,1,0,0,4,4,0,5,3,3,2,5,0,0,0,6,4,1,4,0
2359877,de_ancient,5,53,T,3,NAVI,Monte,0,0,-1,1,16000,1400,0,21146,4,0,0,1,5,5,0,7,5,5,4,2,1,0,0,0,3,3,1,0
2359877,de_ancient,6,54,CT,2,Monte,NAVI,0,0,0,0,16000,1400,0,22758,4,0,0,1,5,5,3,8,4,4,5,2,2,0,0,4,3,4,1,0
2359877,de_ancient,7,54,T,3,NAVI,Monte,0,0,0,0,16000,1400,0,12375,3,1,0,0,4,4,0,3,3,2,2,4,0,0,0,7,0,1,2,0
2359877,de_ancient,8,55,CT,2,Monte,NAVI,0,0,0,0,16000,1900,1,23807,4,0,0,1,5,5,3,6,4,4,4,4,1,0,1,1,0,3,3,0
2359877,de_ancient,9,55,T,3,NAVI,Monte,0,0,0,0,16000,1900,1,22925,3,0,0,1,5,5,0,8,5,5,5,5,1,0,0,4,1,2,1,0
2359877,de_ancient,10,56,CT,2,Monte,NAVI,0,0,0,0,16000,2400,2,26753,3,0,0,1,5,5,4,10,5,4,5,4,1,0,0,9,4,0,2,0
2359877,de_ancient,11,56,T,3,NAVI,Monte,0,0,0,0,16000,2400,2,25654,3,0,0,1,5,5,0,10,4,3,3,2,0,0,0,0,0,1,2,0
2359877,de_ancient,12,57,CT,2,Monte,NAVI,1,0,0,0,16000,2900,3,24795,3,0,0,0,5,5,2,8,5,5,4,5,0,0,0,7,1,0,0,0
2359877,de_ancient,13,57,T,3,NAVI,Monte,0,0,0,0,16000,2900,3,15307,4,0,0,1,5,5,0,7,5,4,5,4,0,0,0,3,3,2,4,0
2359877,de_ancient,14,58,CT,2,Monte,NAVI,0,0,0,0,16000,3400,4,25021,3,0,0,1,5,5,3,6,5,4,5,3,0,0,0,8,1,2,4,0
2359877,de_ancient,15,58,T,3,NAVI,Monte,0,0,0,1,9652,3400,4,5896,3,0,0,0,4,4,0,3,3,3,2,2,1,0,1,6,1,0,2,0
2359877,de_ancient,16,59,CT,2,Monte,NAVI,0,0,-1,1,11595,3400,4,8822,3,0,0,0,4,4,0,4,3,3,1,3,0,0,0,3,1,1,4,0
2359877,de_ancient,17,59,T,3,NAVI,Monte,0,0,0,0,16000,1400,0,22504,4,0,0,1,5,5,0,10,5,3,5,3,0,0,0,9,0,0,2,0
2359877,de_ancient,18,60,CT,2,Monte,NAVI,0,0,0,1,16000,1400,0,26253,4,0,0,0,5,5,4,9,4,5,4,5,1,0,1,7,2,0,3,0
2359877,de_ancient,19,60,T,3,NAVI,Monte,0,0,-1,1,16000,1900,1,20036,4,0,0,1,5,5,0,9,4,4,3,3,0,0,0,6,1,3,4,0
2359877,de_ancient,20,61,CT,2,Monte,NAVI,0,0,0,0,16000,1400,0,20773,4,0,0,0,5,5,3,6,4,3,3,2,1,0,1,4,0,3,4,0
2359877,de_ancient,21,61,T,3,NAVI,Monte,0,0,0,1,16000,1400,0,27039,3,0,0,1,5,5,0,7,4,4,4,5,0,0,0,7,4,0,1,0
2359877,de_ancient,22,62,CT,2,Monte,NAVI,0,0,-1,0,14983,1900,1,11356,2,1,0,1,4,3,2,6,2,3,2,2,0,0,2,3,0,4,1,0
2359877,de_ancient,23,62,T,3,NAVI,Monte,0,0,1,1,16000,1400,0,21203,3,0,0,2,5,5,0,10,4,5,3,2,0,0,0,6,0,0,3,0
2359877,de_ancient,24,63,CT,2,Monte,NAVI,1,0,-2,1,12954,2400,2,10733,2,0,0,1,3,3,4,3,3,1,1,5,0,0,0,5,3,0,4,0
2359877,de_ancient,25,63,T,3,NAVI,Monte,0,0,1,0,16000,1400,0,20184,4,0,0,0,5,5,0,6,4,3,4,1,0,0,0,8,1,3,4,0
2359877,de_ancient,26,64,CT,2,Monte,NAVI,0,0,-1,1,15455,1400,0,7753,2,0,0,0,3,4,0,4,2,1,2,1,0,0,0,0,0,1,2,0
2359877,de_ancient,27,64,T,3,NAVI,Monte,0,0,0,0,11692,1900,1,8576,2,0,0,0,3,4,0,3,3,2,2,1,1,0,0,0,0,1,0,0
2359877,de_ancient,28,65,CT,2,Monte,NAVI,0,0,0,1,8975,1400,0,4924,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,9,3,4,3,0
2359877,de_ancient,29,65,T,3,NAVI,Monte,0,0,-1,0,7548,2400,2,3918,1,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,4,3,0
2359877,de_ancient,30,66,CT,2,Monte,NAVI,0,0,1,0,16000,1400,0,25804,3,0,0,0,5,5,2,9,4,3,5,3,0,0,0,5,4,0,4,0
2359877,de_ancient,31,66,T,3,NAVI,Monte,0,0,-1,0,16000,2900,3,24411,3,0,0,0,5,5,0,8,4,5,5,2,1,0,0,7,0,4,0,0
2359877,de_ancient,32,67,CT,2,Monte,NAVI,0,0,1,1,16000,1900,1,14550,2,1,0,1,4,3,2,5,3,1,2,4,0,0,0,2,2,3,4,0
2359877,de_ancient,33,67,T,3,NAVI,Monte,0,0,-2,1,16000,3400,4,21597,4,0,0,0,5,5,0,9,4,4,4,2,0,0,1,9,4,2,4,0
2359877,de_ancient,34,68,CT,2,Monte,NAVI,0,0,1,0,16000,1400,0,23446,3,0,0,1,5,5,4,7,5,5,3,3,0,0,0,9,2,3,2,0
2359877,de_ancient,35,68,T,3,NAVI,Monte,0,0,-1,0,16000,1400,0,22281,4,0,0,0,5,5,0,8,5,5,5,4,0,0,0,4,3,3,0,0
2359877,de_ancient,36,69,CT,2,Monte,NAVI,0,0,1,1,16000,1900,1,27601,3,0,0,1,5,5,3,9,5,3,5,3,2,0,0,0,3,2,1,0
2359877,de_ancient,37,69,T,3,NAVI,Monte,0,0,-2,0,15248,1900,1,9604,3,1,0,0,4,4,0,4,3,1,1,4,1,0,0,1,4,0,3,0
2359877,de_ancient,38,70,CT,2,Monte,NAVI,0,0,2,1,16000,1400,0,15925,3,0,0,0,5,5,2,8,4,5,4,4,0,0,0,4,4,0,3,0
2359877,de_ancient,39,70,T,3,NAVI,Monte,0,0,-3,1,6768,2400,2,5338,3,1,0,0,3,3,0,6,2,1,1,4,0,0,0,6,4,3,4,0
2359877,de_ancient,40,71,CT,2,Monte,NAVI,0,0,2,1,16000,1400,0,19878,3,0,0,1,5,5,3,10,4,5,4,2,0,0,1,3,3,1,1,0
2359877,de_ancient,41,71,T,3,NAVI,Monte,0,0,-3,0,16000,1400,0,21649,3,0,0,1,5,5,0,8,4,5,5,3,0,0,0,5,0,0,3,0
2359877,de_ancient,42,72,CT,2,Monte,NAVI,0,0,3,1,16000,1400,0,20411,4,0,0,1,5,5,2,6,5,4,5,2,2,0,0,0,3,1,3,0
2359877,de_ancient,43,72,T,3,NAVI,Monte,0,0,-4,0,9547,1900,1,8988,3,1,0,1,4,4,0,5,2,3,2,4,0,0,1,7,2,2,4,0
2359877,de_ancient,44,73,CT,2,Monte,NAVI,0,0,4,1,16000,1400,0,20557,4,0,0,1,5,5,4,8,4,3,5,0,3,0,0,4,2,3,1,0
2359877,de_ancient,45,73,T,3,NAVI,Monte,0,0,-5,1,5998,2400,2,4178,0,2,0,0,0,3,0,3,1,1,0,3,0,0,1,0,4,1,1,0
2359877,de_ancient,46,74,CT,2,Monte,NAVI,0,0,4,1,16000,1400,0,20985,4,0,0,1,5,5,4,6,4,4,4,3,1,0,0,8,3,0,0,0
2359877,de_ancient,47,74,T,3,NAVI,Monte,0,0,-5,1,16000,1400,0,26942,3,0,0,0,5,5,0,9,4,4,4,5,0,0,0,5,0,3,1,0
